CODIGO	ANIO	MES	DIA	PRECIPITACION	TEMP_MAXIMA	TEMP_MINIMA	VIENTO	PRESION	HUMEDAD	TIEMPO
M0051	1986	5	4	0	23.1	23.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	5	0	24.4	24.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	6	0	24.4	24.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	7	0	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	8	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	9	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	10	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	11	0.4	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	12	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	13	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	14	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	15	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	16	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	17	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	18	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	19	0	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	20	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	21	0	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	22	0.4	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	23	0	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	24	0	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	25	0	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	26	1	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	27	0.1	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	28	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	29	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	30	0.2	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	5	31	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	1	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	2	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	3	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	4	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	5	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	6	0.2	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	7	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	8	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	9	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	10	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	11	0.1	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	12	0.1	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	13	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	14	0.3	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	15	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	16	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	17	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	18	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	19	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	20	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	21	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	22	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	23	0.3	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	24	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	25	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	26	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	27	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	28	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	29	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	6	30	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	1	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	2	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	3	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	4	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	5	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	6	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	7	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	8	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	9	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	10	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	11	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	12	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	13	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	14	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	15	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	16	0.1	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	17	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	18	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	19	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	20	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	21	0.1	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	22	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	23	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	24	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	25	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	26	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	27	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	28	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	29	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	30	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	7	31	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	1	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	2	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	3	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	4	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	5	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	6	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	7	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	8	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	9	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	10	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	11	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	12	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	13	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	14	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	15	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	16	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	17	0.4	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	18	0.2	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	19	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	20	0.1	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	21	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	22	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	23	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	24	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	25	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	26	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	27	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	28	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	29	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	30	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	8	31	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	1	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	2	0.7	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	3	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	4	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	5	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	6	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	7	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	8	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	9	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	10	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	11	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	12	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	13	0	18.9	18.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	14	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	15	0.2	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	16	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	17	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	18	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	19	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	20	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	21	0.1	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	22	0.1	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	23	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	24	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	25	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	26	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	27	1	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	28	0	18.9	18.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	29	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	9	30	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	1	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	2	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	3	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	4	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	5	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	6	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	7	0.2	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	8	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	9	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	10	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	11	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	12	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	13	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	14	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	15	1.3	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	16	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	17	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	18	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	19	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	20	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	21	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	22	0.2	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	23	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	24	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	25	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	26	7.6	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	27	0.2	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	28	0.2	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	29	0.8	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	30	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	10	31	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	1	0.9	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	2	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	3	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	4	1.3	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	5	0.2	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	6	1.1	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	7	0	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	8	2.7	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	9	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	10	0.1	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	11	0.8	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	12	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	13	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	14	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	15	0	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	16	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	17	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	18	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	19	0.8	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	20	0.1	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	21	0	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	22	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	23	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	24	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	25	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	26	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	27	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	28	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	29	0.3	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	11	30	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	1	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	2	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	3	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	4	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	5	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	6	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	7	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	8	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	9	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	10	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	11	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	12	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	13	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	14	21.9	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	15	0.2	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	16	0.1	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	17	0.9	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	18	2.6	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	19	0.4	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	20	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	21	0	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	22	2.2	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	23	10.7	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	24	1.8	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	25	2.3	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	26	0.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	27	45.3	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	28	0.2	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	29	0.6	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	30	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1986	12	31	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	1	65.2	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	2	29.9	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	3	0.9	22.7	22.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	4	65.6	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	5	27.7	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	6	28.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	7	59.8	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	8	4.3	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	9	12	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	10	1.1	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	11	0.6	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	12	14.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	13	8.9	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	14	13.4	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	15	4.3	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	16	4.5	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	17	0.3	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	18	2	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	19	42.1	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	20	40.4	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	21	0.2	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	22	49	24.3	24.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	23	15	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	24	0.9	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	25	5.2	23.9	23.9	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	26	61	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	27	30.6	23.3	23.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	28	0.7	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	29	10.3	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	30	57	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1987	1	31	57.2	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	1	7.7	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	2	2.5	24.4	24.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	3	47.2	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	4	3	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	5	72.7	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	6	132.5	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	7	48.6	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	8	13.9	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	9	49.6	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	10	8.9	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	11	8.5	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	12	89.8	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	13	89.3	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	14	12.4	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	15	52.6	25.1	25.1	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	16	11.3	24	24	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	17	0.8	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	18	1.3	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	19	2.4	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	20	21.1	24	24	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	21	59.7	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	22	27.6	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	23	17.6	24	24	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	24	22.6	24.5	24.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	25	49.5	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	26	32	24.1	24.1	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	27	62.2	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	2	28	12.2	24.4	24.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	1	4.5	24.1	24.1	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	2	50	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	3	43.4	23.9	23.9	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	4	75.6	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	5	0.6	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	6	0.6	23.3	23.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	7	12.3	25	25	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	8	0	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	9	22.2	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	10	0	22.9	22.9	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	11	0	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	12	57.9	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	13	0	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	14	40.2	24.7	24.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	15	26.1	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	16	10.7	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	17	2.3	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	18	4.6	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	19	1.2	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	20	19	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	21	36.9	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	22	10.7	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	23	18	23.9	23.9	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	24	10.7	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	25	29.1	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	26	0.3	23.3	23.3	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	27	97.8	25	25	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	28	0	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	29	0	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	30	13.5	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	3	31	2.4	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	1	128.4	24.6	24.6	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	2	5.2	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	3	0	24.7	24.7	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	4	5.6	25.4	25.4	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	5	12.6	24.8	24.8	-99.9	-99.9	-99.9	-99.9
M0051	1987	4	6	0	24.4	24.4	-99.9	-99.9	-99.9	-99.9
