CODIGO	ANIO	MES	DIA	PRECIPITACION	TEMP_MAXIMA	TEMP_MINIMA	VIENTO	PRESION	HUMEDAD	TIEMPO
M0051	1981	1	1	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	2	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	3	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	4	0	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	5	0	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	6	0	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	7	0	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	8	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	9	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	10	0	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	11	2	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	12	37.4	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	13	30.1	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	14	1.2	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	15	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	16	0	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	17	29.6	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	18	9.5	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	19	2.8	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	20	10.8	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	21	0.1	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	22	0	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	23	0	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	24	0	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	25	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	26	29	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	27	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	28	35.2	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	29	0.8	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	30	4.8	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	1	31	1.2	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	1	3.4	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	2	1.3	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	3	25.6	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	4	17	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	5	130.8	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	6	14.7	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	7	22.3	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	8	0.7	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	9	3.8	23.6	23.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	10	0.2	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	11	3.7	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	12	23.9	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	13	1.1	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	14	46	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	15	5.4	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	16	1.6	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	17	3.1	23.5	23.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	18	4.1	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	19	2.7	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	20	49	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	21	38.6	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	22	100.5	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	23	13.3	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	24	1.2	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	25	5.9	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	26	2	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	27	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	2	28	NULL	24.5	24.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	1	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	2	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	3	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	4	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	5	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	6	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	7	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	8	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	10	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	11	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	12	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	13	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	14	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	15	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	16	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	17	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	18	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	19	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	20	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	21	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	22	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	23	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	24	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	25	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	26	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	27	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	28	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	29	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	30	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	3	31	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	1	0	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	2	0.4	24	24	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	3	0.1	24.2	24.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	4	0.1	24.7	24.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	5	0.1	23.1	23.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	6	22.1	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	7	3.6	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	8	5.4	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	9	25.7	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	10	1.9	22.7	22.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	11	0	23.1	23.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	12	47.4	23.3	23.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	13	38.7	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	14	0.4	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	15	0.1	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	16	2	23.3	23.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	17	0	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	18	34.4	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	19	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	20	0.4	24.1	24.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	21	5.5	23.4	23.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	22	0.6	23.1	23.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	23	0.5	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	24	0.3	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	25	0	22.7	22.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	26	0	22.9	22.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	27	0	23.7	23.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	28	0	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	29	0	23.8	23.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	4	30	0.6	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	1	3.6	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	2	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	3	0	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	4	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	5	0	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	6	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	7	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	8	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	9	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	10	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	11	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	12	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	13	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	14	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	15	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	16	0	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	17	0	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	18	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	19	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	20	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	21	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	22	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	23	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	24	0	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	25	0	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	26	0	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	27	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	28	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	29	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	30	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	5	31	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	1	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	2	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	3	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	4	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	5	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	6	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	7	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	8	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	9	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	10	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	11	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	12	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	13	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	14	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	15	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	16	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	17	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	18	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	19	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	20	0	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	21	0	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	22	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	23	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	24	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	25	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	26	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	27	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	28	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	29	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	6	30	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	1	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	2	1.3	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	3	0.5	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	4	0.6	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	5	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	6	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	7	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	8	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	9	4.7	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	10	0.3	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	11	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	12	0.4	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	13	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	14	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	15	0.1	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	16	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	17	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	18	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	19	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	20	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	21	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	22	0.3	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	23	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	24	0	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	25	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	26	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	27	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	28	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	29	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	30	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	7	31	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	1	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	2	0	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	3	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	4	0	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	5	0	18	18	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	6	0	18.5	18.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	7	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	8	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	9	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	10	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	11	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	12	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	13	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	14	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	15	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	16	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	17	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	18	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	19	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	20	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	21	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	22	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	23	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	24	0.6	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	25	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	26	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	27	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	28	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	29	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	30	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	8	31	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	1	0.4	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	2	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	3	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	4	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	5	0.1	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	6	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	7	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	8	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	9	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	10	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	11	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	12	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	13	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	14	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	15	0	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	16	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	17	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	18	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	19	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	20	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	21	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	22	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	23	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	24	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	25	0	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	26	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	27	0	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	28	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	29	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	9	30	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	1	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	2	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	3	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	4	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	5	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	6	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	7	0	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	8	0.1	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	9	0.1	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	10	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	11	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	12	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	13	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	14	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	15	0.1	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	16	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	17	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	18	0.1	21.3	21.3	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	19	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	20	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	21	0	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	22	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	23	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	24	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	25	0	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	26	0	21.9	21.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	27	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	28	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	29	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	30	NULL	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1981	10	31	NULL	NULL	NULL	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	1	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	2	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	3	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	4	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	5	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	6	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	7	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	8	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	10	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	11	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	12	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	13	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	14	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	15	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	16	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	17	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	18	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	19	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	20	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	21	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	22	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	23	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	24	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	25	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	26	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
M0051	1981	11	27	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
