Código	Año	mes	Dia1	Dia2	Dia3	Dia4	Dia5	Dia6	Dia7	Dia8	Dia9	Dia10	Dia11	Dia12	Dia13	Dia14	Dia15	Dia16	Dia17	Dia18	Dia19	Dia20	Dia21	Dia22	Dia23	Dia24	Dia25	Dia26	Dia27	Dia28	Dia29	Dia30	Dia31
M0470	2016	4	44.3	0.6	0	0	0	12.3	12.3	5	42	45.6	0	13.5	0	0	0	71.9	0	0	2.2	3.3	0	65	0	0	35.2	2.7	22.8	0	59	2.2	NULL
M0470	2017	1	0	0	0	51.8	13.6	3.3	2.3	61.6	0	0	42.8	103.2	44.8	5	0	0	0	0	69.8	23.5	0	2.7	0	0	36	0	0	0	46.2	30.8	0
M0470	2017	2	10.1	6.8	0	19	0	6	13	0	8.4	40.8	79.7	49.6	0	0	24.6	1.5	0	0	44.4	0	33	0	0	0	20.7	0	0	14.5	NULL	NULL	NULL
M0470	2017	3	0	35.7	0	0	62.6	12.3	55.7	33.5	0	0	78.8	0	64.5	50.1	0	5.5	0	0	13.7	0	20.3	27.8	136.2	0	30.5	0	0	33	52.6	135.9	44.6
M0470	2017	5	0	39.3	0	2	12	6.6	1.5	0	0	0	36.9	0	11	2.5	0	5.5	7.4	1.5	0	63.6	6.2	0	0	0	0	0	0	0	0	0	0
M0470	2017	6	0	0	0	0	0	0	0	0	0	20.3	2	0	0	0	0	1.2	4.1	0	0	0	0	0	0	0	22.5	6.5	0	0	0	0	NULL
M0470	2017	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	2017	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.1	0	0	0
M0470	2017	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	2017	10	0	0	1.1	4.5	0	4.6	0	0.4	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	2017	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9	NULL
M0470	2017	12	0	0	1.5	0	5.2	5.5	7.2	1.8	0	0	0	3.2	1	0	0	0	2	21.5	4.2	0	0.6	45.3	5.7	0	0	0	0	0	1	2.3	2.4
M0470	2018	1	0	0	0	0	0	0.4	0	0	0	0	0	0	9.5	70	0	28.6	0	0	5	0.1	0.1	16.8	0	0	0	0	22.8	5.1	1.4	4.7	0
M0470	2018	2	0	41.3	7.4	11.7	0	16.5	0	0	0	0	0	0	0	13.1	0	10.1	44	60.8	0	0	26.7	19.2	0	0	0	0	0	0	NULL	NULL	NULL
M0470	2018	5	0	11.7	0	28.6	0	0	5.6	52.6	0	0	11	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	2018	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	2018	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	2018	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	2018	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0465	2015	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0465	2015	12	20.4	20.5	36.5	44	3	0	0	0	0	24.5	0	0	2	0	3	2.1	0	14.5	6	4	5	4.5	0	0	38	0	98	0	15	0	3.2
M0465	2016	1	30.1	20	12.5	0	15	0	0	2.5	10.2	13.1	30	5.1	15.4	0	0	0	0	8.5	65.3	10.1	8.1	10.3	10.5	84	0	0	0	40.2	38.3	0	0
M0465	2016	2	0	40.2	0	0	0	8.2	0	0	17.2	0	0	4.1	7.2	3	10.2	9.4	15.1	10	5.4	34.1	3	0	48	0	0	0	39.8	3.6	10.1	NULL	NULL
M0465	2016	3	10.1	15.2	70.1	3	10.2	98.6	2.5	0	59.1	10.2	40.4	19.3	41.5	48	0	0	4.6	10.3	85.5	4.3	5.2	15	0	5	10.2	60.1	18.1	22.3	64	0	145.5
M0465	2016	4	17.2	19.1	29	20.2	4.2	5.1	4	10.3	129.1	52	0	117.5	2.5	0	0	6.5	35	0	0	0	0	0	0	0	20.5	0	23	0	31.5	0	NULL
M0465	2017	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2017	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2017	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0465	2017	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2017	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	NULL
M0465	2017	12	0	0	0	0	18.1	0	14	0	0	0	0	2.5	0	0	0	0	0	15	0	0	0	0	18	1	0	1	0	3	0	1	0
M0465	2018	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8	0	28	0	0	0	0	0	42.1	0	0	16.5	5	0	0	0	10.2	10.2
M0465	2018	2	14.2	78.3	0	7.2	41.3	10.3	12.9	21.6	11.5	12.9	0	17	7.3	8.5	10.1	12	11	31.2	32.3	14	25	64.5	4.5	9	12.1	13.2	25.5	0	NULL	NULL	NULL
M0465	2018	3	0	10.1	15	10.2	15.3	20.5	0	0	0	0	0	0	0	15.5	25.3	15.3	120.5	10.1	30.3	14.1	20.3	32.2	0	0	0	0	0	0	0	10.5	64
M0465	2018	4	10.5	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	85.2	0	2.5	0	NULL
M0465	2018	5	0	0	0	123	2.8	2.9	3.3	0	0	38	12.2	10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2018	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0465	2018	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2018	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0465	2018	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0465	2018	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
